STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC : Min,TEMPERATURE ºC : Max,TEMPERATURE ºC : Mean,pH : Min : 6.5-8.5,pH : Max : 6.5-8.5,pH : Mean : 6.5-8.5,CONDUCTIVITY (µmhos/cm) : Min,CONDUCTIVITY (µmhos/cm) : Max,CONDUCTIVITY (µmhos/cm) : Mean,B.O.D. (mg/l) : Min : < 3 mg/l,B.O.D. (mg/l) : Max : < 3 mg/l,B.O.D. (mg/l) : Mean : < 3 mg/l,NITRATE- N+ NITRITE-N (mg/l) : Min,NITRATE- N+ NITRITE-N (mg/l) : Max,NITRATE- N+ NITRITE-N (mg/l) : Mean,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml
2832,"Dugwell no 1 at Brahamanwadi (C/O Shri Vaidya) Vill Anjanwell, Tal. Guhagar, Dist Ratangiri.",Maharashtra,23,23,23,7.2,7.2,7.2,130,130,130,2.9,2.9,2.9,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA
2833,"Dugwell no. 1 at Grampanchayat at Arkatewadi near Masjid, Khed, Ratangiri.",Maharashtra,23,23,23,7.1,7.1,7.1,177,177,177,3.5,3.5,3.5,1.3,1.3,1.3,NA,NA,NA,NA,NA,NA
2834,"Dugwell no 2 at Arkatewadi, Khed, Ratnagiri",Maharashtra,23,23,23,7.3,7.3,7.3,133,133,133,3.4,3.4,3.4,0.7,0.7,0.7,NA,NA,NA,NA,NA,NA
2835,"Durgwell no. 2 owned by Group Gram Panchayat at Brahmanwadi Vill Anjanwell, Tal. Guhagar, Dist. Ratnagiri.",Maharashtra,23,23,23,7.1,7.1,7.1,175,175,175,2.8,2.8,2.8,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA
1618,"GROUND WATER SAMPLING AT TWO POINTS IN INDUSTRIAL AREA MALANPUR, M.P",Madhya Pradesh,35,35,35,7.1,7.1,7.1,1005,1005,1005,127.4,127.4,127.4,1,1,1,NA,NA,NA,NA,NA,NA
2145,"MEHATWAS, NAGDA",Madhya Pradesh,NA,NA,NA,7.5,7.5,7.5,1880,1880,1880,NA,NA,NA,1.8,1.8,1.8,NA,NA,NA,NA,NA,NA
2146,"BHAGATPURI VILLAGE, NAGDA",Madhya Pradesh,28,28,28,7.5,7.5,7.5,920,920,920,NA,NA,NA,5.1,5.1,5.1,NA,NA,NA,110,110,110
2148,"DOSIGAON, RATLAM",Madhya Pradesh,NA,NA,NA,8.2,8.2,8.2,3540,3540,3540,NA,NA,NA,3.1,3.1,3.1,NA,NA,NA,NA,NA,NA
2149,"CULVERT ON A.B. ROAD, MAKSI",Madhya Pradesh,28,28,28,7.1,7.1,7.1,1000,1000,1000,NA,NA,NA,6,6,6,NA,NA,NA,40,40,40
2150,Trenching Ground Nr Garden Dev Guradia,Madhya Pradesh,29,29,29,7.5,7.5,7.5,1192,1192,1192,2.3,2.3,2.3,2.3,2.3,2.3,NA,NA,NA,25,25,25
2151,Trenching Ground Premises of Rishabh Masala,Madhya Pradesh,29,29,29,7.3,7.3,7.3,3347,3347,3347,1.8,1.8,1.8,30.5,30.5,30.5,NA,NA,NA,26,26,26
2152,Trenching Ground Premises of  Lakhani Foot Wear,Madhya Pradesh,29.2,29.2,29.2,7.5,7.5,7.5,2878,2878,2878,2,2,2,29.5,29.5,29.5,NA,NA,NA,38,38,38
3332,"TUBE WELL/ HAND PUMP AT INDUSTRIAL AREA, DEWAS",Madhya Pradesh,NA,NA,NA,7.6,7.6,7.6,1330,1330,1330,NA,NA,NA,5.2,5.2,5.2,NA,NA,NA,NA,NA,NA
3338,"HAND PUMP NEAR PANCHAYAT BHAWAN, VILLAGE TINAWALI RAIRU",Madhya Pradesh,29,29,29,7.4,7.4,7.4,1100,1100,1100,2,2,2,1.2,1.2,1.2,NA,NA,NA,NA,NA,NA
3339,T.W./H.P near Manglia.Ind. Area,Madhya Pradesh,29.5,29.5,29.5,8.5,8.5,8.5,1475,1475,1475,1,1,1,2.6,2.6,2.6,NA,NA,NA,8,8,8
3340,B.W.Water at.Kalindi  Vihar Trenching ground,Madhya Pradesh,28,28,28,7.5,7.5,7.5,1660,1660,1660,1.1,1.1,1.1,7.3,7.3,7.3,NA,NA,NA,94,94,94
3341,T.W.W. sec-III Pithampur            Tube Wewll Water,Madhya Pradesh,29,29,29,7,7,7,2271,2271,2271,2.2,2.2,2.2,2.7,2.7,2.7,NA,NA,NA,210,210,210
3342,T.W.W.at Village Tarpura sec-III Pithampur Tube Well Water,Madhya Pradesh,30,30,30,8.2,8.2,8.2,496,496,496,0.8,0.8,0.8,1.6,1.6,1.6,NA,NA,NA,110,110,110
1593,"WELL NEAR J.B SCHOOL, LAKSHDWEEP",Lakshadweep,27.7,32.8,30.1,6.7,7.9,7.3,816,1248,951,NA,NA,NA,0,0,0,4000,4000,4000,4000,100000,22333
1594,"WELL NEAR OTTAVATHIL PALLI, LAKSHDWEEP",Lakshadweep,27.5,32.6,29.9,6.8,7.6,7.2,1178,2240,1727,NA,NA,NA,0,0,0,1000,2000,1333,1000,25000,8909
1595,"WELL NEAR CHEKKILLAM HOUSE, LAKSHDWEEP",Lakshadweep,27.4,32.5,29.7,6.5,7.6,7.2,590,1004,777,NA,NA,NA,0,0,0,2000,114000,25857,10000,128000,37250
1596,"WELL C/O KADAT PALLI, LAKSHDWEEP",Lakshadweep,27,32.5,29.7,6.9,658,61.5,458,1264,702,NA,NA,NA,0,0,0,227,3000,1557,9000,74000,24250
NA,"WELL NEAR BADER PALLI, LAKSHDWEEP",LAKSHADWEEP,27.8,31.6,29.7,6.7,8.1,7.4,585,694,660,NA,NA,NA,0,0,0,465,14000,4116,300,294000,55192
1598,"WELL C/O PUTHIYA PALLI., LAKSHDWEEP",Lakshadweep,27,31.6,30,6.5,7.6,7.3,629,971,768,NA,NA,NA,0,0,0,1000,18000,5952,900,392500,67533
1599,"WELL C/O PURATHA PALLI, LAKSHDWEEP",Lakshadweep,27.4,31.6,29.7,6.6,7.6,7.1,603,963,810,NA,NA,NA,0,0,0,1000,1000,1000,2000,162000,32000
1600,WELL C/O ANDAM PALLILAKSHDWEEP,Lakshadweep,27.8,31.5,30.1,6.5,7.4,7,823,1041,937,NA,NA,NA,0,0,0,1000,1578,1289,1000,117000,26864
1601,WELL C/O CIRCUIT HOUSELAKSHDWEEP,Lakshadweep,28.3,30.7,29.8,6.6,7.5,7.2,695,3660,2012,NA,NA,NA,0,0,0,7000,11000,9000,4000,420000,145773
1602,"WELL C/O GOVT. PRESS, LAKSHDWEEP",Lakshadweep,27.8,30.7,29.3,6.8,7.6,7.3,1313,1970,1645,NA,NA,NA,0,0,0,1000,12000,4000,4000,68000,25250
1603,"WELL C/O OLD POLICE BARRACKS, LAKSHDWEEP",Lakshadweep,28.5,30.9,29.5,6.9,7.4,7.2,1513,4830,2842,NA,NA,NA,0,0,0,1000,26000,8500,4000,183000,60333
1605,"WELL NEAR HALIPAD, LAKSHDWEEP",Lakshadweep,28.6,30.8,29.6,7,7.6,7.3,1019,1800,1254,NA,NA,NA,0,0,0,3000,10000,6500,4000,1120000,241873
1606,"PUBLIC WELL OPPOSITE S.B.SCHOOL, LAKSHDWEEP",Lakshadweep,28,31.5,29.9,6.6,8,7.3,638,1165,902,NA,NA,NA,0,0,0,1000,5000,3000,11300,240000,77692
19,"WELL AT ELOOR, KERALA",Kerala,27.4,27.5,27.5,5.2,7.2,6.2,137,180,159,0.8,1.2,1,1.96,3.31,2.6,79,220,150,110,630,370
22,"WELL AT CHUNGAPALLY, KERALA",Kerala,24,26,25,5.7,7.7,6.7,103,125,114,0.2,0.6,0.4,0.42,1.3,0.9,17,350,184,22,430,226
35,"WELL AT PUNALUR, KERALA",Kerala,24,24,24,4.8,7.2,6,170,220,195,0.6,0.6,0.6,0.81,0.84,0.8,43,280,162,110,430,270
1581,"PAPPANAMKODE, THIRUVANANTHAPURAM, KERALA",Kerala,25,26.5,25.8,6,6.8,6.4,296,412,354,1,1.6,1.3,0,2.3,1.2,79,110,95,220,350,285
1582,"NEDUMANGAD, THIRUVANANTHAPURAM, KERALA",Kerala,25,26.5,25.8,7,7.4,7.2,150,170,160,1,7,4,1.2,4.2,2.7,43,94,69,180,240,210
1583,"KUNDARA, KOLLAM DISTT. , KERALA",Kerala,23,23,23,4.6,4.8,4.7,150,168,159,0.5,0.5,0.5,0.3,1.2,0.8,0,2,1,17,49,33
1584,"CHERTHALA, ALLEPPY, KERALA",Kerala,28,28.5,28.3,7.6,7.7,7.7,143,211,177,0.3,1.2,0.8,0,0.1,0,110,210,160,210,280,245
1585,"VYTTILA, ERNAKULAM DISTT. , KERALA",Kerala,28.2,29,28.6,7.7,7.7,7.7,230,580,405,1.2,4.9,3.1,0.7,9.7,5.2,11,140,76,210,700,455
1586,"EDAYAR ERNAKULAM DISTT., KERALA",Kerala,27,28.5,27.8,4.5,6.8,5.7,130,526,328,0.8,1.2,1,1.5,9.9,5.7,2,11,7,7,21,14
1587,"KALAMASSERY ERNAKULAM DISTT. , KERALA",Kerala,28,28,28,6.6,7.2,6.9,245,250,248,0.8,1,0.9,7.8,8.5,8.1,11,220,116,21,700,361
1588,"PUNKUNNAM TRISSUR DISTT. , KERALA",KERALA,28,30,29,7.2,7.9,7.6,260,280,270,0.8,1.2,1,0.2,2.9,1.5,140,180,160,540,630,585
1589,"MALAPURAM , KERALA",Kerala,29,29.5,29.3,6.7,6.9,6.8,280,290,285,0.4,0.8,0.6,0.4,1,0.7,0,4,2,11,21,16
1590,"MAVOOR, KOZHIKKODE DISTT. , KERALA",Kerala,25,27,26,6.3,7,6.7,95,106,101,0.2,0.9,0.6,1.3,1.9,1.6,11,350,181,17,790,404
1591,"KANNUR (MUNICIPALITY) KANNUR DISTTM , KERALA",Kerala,29,29,29,4.8,6.1,5.5,98,100,99,0.7,1.2,1,2.9,3.7,3.3,0,4,2,11,21,16
1592,"PAYYANNUR, KANNUR DISTT. , KERALA",Kerala,28,28,28,6.2,7,6.6,130,198,164,0.4,2,1.2,0.5,4.1,2.3,0,2,1,9,26,18
2308,FATHIMAPURAM (CHANGANASSERY),Kerala,27.5,29,28.3,5.7,7.3,6.5,156,405,281,0.3,0.5,0.4,4.1,7,5.6,490,1100,795,790,2600,1695
2309,KAROOR (PALA),Kerala,27,29,28,4.9,6.5,5.7,88,98,93,0.6,0.7,0.7,2.4,3.4,2.9,490,790,640,1100,1400,1250
2310,VAIKOM,Kerala,27,28,27.5,5.9,6.5,6.2,147,166,157,0.5,0.5,0.5,2.3,3.2,2.7,210,1100,655,430,2800,1615
2311,VADAVATHOOR (KOTTAYAM),Kerala,26.5,28,27.3,5.5,6.9,6.2,95,179,137,0.4,0.4,0.4,1.6,11.9,6.8,49,630,340,110,1100,605
2313,"SARVODAPURAM, ALAPPUZHA",Kerala,28,28,28,7.7,7.8,7.8,243,254,249,0.7,1.5,1.1,0,0.1,0,210,430,320,310,700,505
2314,KUREEPUZHA (KOLLAM),Kerala,24,24,24,5.5,7.2,6.4,180,230,205,1.2,1.2,1.2,2.4,2.5,2.5,110,210,160,430,490,460
2315,K.M.M.L. (KOLLAM),Kerala,24,24,24,7.4,8.3,7.9,450,525,488,1.8,2,1.9,0.9,2.5,1.7,11,210,111,43,490,267
2316,CHELLORA TRENCHING GROUND (KANNUR),Kerala,27,28,27.5,4.5,5.8,5.2,45,81,63,0.8,1.2,1,1.1,1.2,1.2,9,21,15,110,220,165
2317,PUNNALPETTIPPALAM (TELLICHERRY MUNICIPALITY,Kerala,27,28,27.5,6,6,6,222,404,313,0.9,1,1,4,7,5.5,0,4,2,9,21,15
2320,MANJERI,Kerala,28.5,29.5,29,6.3,6.8,6.6,234,240,237,0.3,0.7,0.5,0.8,3.4,2.1,0,22,11,0,110,55
2321,LALOOR (THRISSUR),Kerala,29,31,30,6.2,7.2,6.7,260,300,280,1,2.8,1.9,3,5.2,4.1,79,260,170,490,790,640
2322,OLLUR (THRISSUR),Kerala,29,30,29.5,5.1,5.3,5.2,186,230,208,1.3,105,53.2,1.5,3,2.3,79,230,155,220,790,505
2323,BRAHMAPURAM M.S.W. DUMPARK (ERNAKULAM),Kerala,27,28.1,27.6,4.7,6.8,5.8,251,347,299,0.8,1,0.9,3.1,7.9,5.5,79,1400,740,430,1700,1065
2324,HAZARDOUS WASTE DUMP (AMBALAMUGHAL),Kerala,27.3,28.3,27.8,7,7,7,83,230,157,0.8,3,1.9,0.4,0.5,0.4,2,11,7,5,21,13
2327,KARUKAMANI,Kerala,29,31,30,6.9,7.1,7,696,1074,885,0.3,1.2,0.8,1.1,2.6,1.8,140,350,245,240,540,390
3463,"WELL AT VELLIPARAMBA, KOZHEKODE",Kerala,26,29,27.5,5.2,7.1,6.2,104,105,105,0.2,0.9,0.6,1.8,3.6,2.7,9,350,180,21,790,406
3472,"WELL OF TEMPLE PARASSINIKADAVU, KANNUR",Kerala,28,30,29,7.4,7.8,7.6,637,1025,831,0.6,1.2,0.9,1.5,2,1.8,0,7,4,0,13,7
3474,"WELL AT PAYANOOR, KANNUR",Kerala,28.5,28.5,28.5,7,7.7,7.4,156,216,186,0.9,1.8,1.4,2,2.5,2.3,2,5,4,11,21,16
3475,"WELL AT KARIMBAM, KANNUR",Kerala,27,27,27,5.8,6.5,6.2,109,110,110,1,1,1,1.7,2.3,2,0,0,0,0,9,5
19,"WELL AT ELOOR, KERALA",Kerala,27,29,28,6.2,6.7,6.5,52,194,123,0.6,0.9,0.8,0.29,4,2.3,2,200,101,500,700,600
22,"WELL AT CHUNGAPALLY, KERALA",Kerala,27,28,28,6.5,6.8,6.7,128,133,131,0.6,0.8,0.7,0.7,2,1,60,110,85,170,220,195
35,"WELL AT PUNALUR, KERALA",Kerala,23,24,24,5.6,5.8,5.7,214,280,247,0.5,0.6,0.6,8.1,8,5,11,11,11,40,50,45
1581,"PAPPANAMKODE, THIRUVANANTHAPURAM, KERALA",Kerala,29,29,29,5.4,6,5.7,310,370,340,1,1.1,1.1,0,1,0,50,110,80,90,300,195
1582,"NEDUMANGAD, THIRUVANANTHAPURAM, KERALA",Kerala,29,30,29,6.6,7.2,6.9,153,180,167,0.8,0.8,0.8,0,1,0,20,70,45,70,210,140
1583,"KUNDARA, KOLLAM DISTT. , KERALA",Kerala,23,23,23,4.7,4.8,4.8,76,92,84,0.5,0.5,0.5,4.3,4,3,10,11,11,110,140,125
1584,"CHERTHALA, ALLEPPY, KERALA",Kerala,28,28,28,7.5,7.6,7.6,145,268,207,1.9,3.2,2.6,0.04,0,0,170,280,225,270,500,385
1585,"VYTTILA, ERNAKULAM DISTT. , KERALA",Kerala,29,29,29,7.6,7.7,7.7,149,740,445,1.3,1.6,1.5,6.79,7,0,2,500,251,480,2600,1540
1586,"EDAYAR ERNAKULAM DISTT., KERALA",Kerala,27,28,27,5.6,6,5.8,105,140,123,0.5,0.7,0.6,0.77,2,1,2,170,86,4,1100,552
1587,"KALAMASSERY ERNAKULAM DISTT. , KERALA",Kerala,27,28,27,6.1,6.1,6.1,210,308,259,0.3,0.7,0.5,6.96,8,7,2,240,121,40,900,470
1589,"MALAPURAM , KERALA",Kerala,28,29,29,6.5,7,6.8,182,260,221,1.1,1.1,1.1,0.28,6,0,20,40,30,110,400,255
1590,"MAVOOR, KOZHIKKODE DISTT. , KERALA",Kerala,24,26,25,6.6,6.7,6.7,83,108,96,0.5,0.6,0.6,1.6,2,2,2,340,171,8,600,304
1591,"KANNUR (MUNICIPALITY) KANNUR DISTTM , KERALA",Kerala,28,28,28,4.7,6.6,5.7,108,153,131,0.4,0.6,0.5,1.6,3,2,40,120,80,210,300,255
1592,"PAYYANNUR, KANNUR DISTT. , KERALA",Kerala,27,30,29,5.8,6.1,6,176,200,188,0.2,3.4,1.8,2.7,3,1,11,80,46,90,110,100
2308,FATHIMAPURAM (CHANGANASSERY),Kerala,27,29,28,6.9,7,7,138,357,248,0.3,0.8,0.6,1.94,2,2,200,210,205,400,600,500
2309,KAROOR (PALA),Kerala,28,29,28,6.1,6.7,6.4,102,169,136,0.4,0.5,0.5,2.71,5,3,300,310,305,500,600,550
2310,VAIKOM,Kerala,27,28,28,6.6,6.9,6.8,128,177,153,0.4,0.7,0.6,2.75,5,3,200,400,300,400,1100,750
2311,VADAVATHOOR (KOTTAYAM),Kerala,28,29,28,6.1,7.1,6.6,100,146,123,0.6,1,0.8,1.93,2,2,70,200,135,210,400,305
2313,"SARVODAPURAM, ALAPPUZHA",Kerala,28,28,28,7.8,7.9,7.9,225,225,225,0.3,0.8,0.6,0,0,0,400,540,470,600,800,700
2314,KUREEPUZHA (KOLLAM),Kerala,23,24,23,5.5,6,5.8,172,220,196,1.2,1.5,1.4,5.2,8,5,21,27,24,110,120,115
2315,K.M.M.L. (KOLLAM),Kerala,24,25,24,8.2,8.4,8.3,450,520,485,2,2.4,2.2,3.3,3,2,11,11,11,50,80,65
2316,CHELLORA TRENCHING GROUND (KANNUR),Kerala,27,28,27,4.8,6.7,5.8,40,49,45,0.3,0.9,0.6,1.3,1,1,2,90,46,4,210,107
2317,PUNNALPETTIPPALAM (TELLICHERRY MUNICIPALITY,Kerala,27,30,28,5.4,5.9,5.7,139,302,221,0.7,0.7,0.7,3.5,6,4,11,7.4,255,260,800,530
2320,MANJERI,Kerala,28,29,29,6.5,6.7,6.6,144,190,167,0.4,0.6,0.5,2.6,5,3,140,500,320,270,700,485
2321,LALOOR (THRISSUR),Kerala,28,30,29,4.3,7.3,5.8,300,348,324,0.3,2.4,1.4,4.7,9,5,20,170,95,130,1300,715
2322,OLLUR (THRISSUR),Kerala,29,30,30,4.1,6.8,5.5,240,319,280,1.1,1.4,1.3,1.4,2,1,20,40,30,110,180,145
2323,BRAHMAPURAM M.S.W. DUMPARK (ERNAKULAM),Kerala,28,28,28,6.1,6.3,6.2,279,370,325,0.8,1.6,1.2,1.11,1,0,110,300,205,600,1300,950
2324,HAZARDOUS WASTE DUMP (AMBALAMUGHAL),Kerala,27,28,27,5.8,6.8,6.3,50,1670,860,0.6,0.8,0.7,0.66,1,0,2,300,151,4,1400,702
2327,KARUKAMANI,Kerala,29,30,30,8.4,8.7,8.6,650,699,675,0.4,0.6,0.5,0.05,3,0,60,1100,580,80,1600,840
3463,"WELL AT VELLIPARAMBA, KOZHEKODE",Kerala,27,28,28,6.5,6.7,6.6,85,118,102,1,1.2,1.1,1,5,1,280,1200,740,430,3400,1915
3472,"WELL OF TEMPLE PARASSINIKADAVU, KANNUR",Kerala,27,29,28,6.8,7,6.9,430,1094,762,0.9,1,1,2,2,1,90,400,245,210,500,355
3474,"WELL AT PAYANOOR, KANNUR",Kerala,26,30,28,4.9,6.9,5.9,174,240,207,0.6,3.4,2,3.1,3,2,110,800,455,540,1600,1070
3475,"WELL AT KARIMBAM, KANNUR",Kerala,27,28,28,4.5,5.4,5,54,110,82,0.1,0.3,0.2,1.5,2,2,0,80,40,31,240,136
1555,"AT KALA AMB, H.P",HIMACHAL PRADESH,24,25,24.3,6.7,8.3,7.7,462,501,475,0.8,0.8,0.8,0.5,0.5,0.5,1,4,2,4,7,5
1556,"AT PAONTA SAHIB, H.P",HIMACHAL PRADESH,22,23,22.3,6.9,8,7.6,436,564,521,0.4,0.8,0.5,0.6,0.7,0.7,1,5,2,4,8,5
1557,"AT PARWANOO, H.P",HIMACHAL PRADESH,19.6,19.6,19.6,6.8,7,6.9,477,702,627,0.1,0.1,0.1,0,0.3,0.2,NA,NA,NA,NA,NA,NA
1558,"AT BADDI, H.P",HIMACHAL PRADESH,NA,NA,NA,6.8,7.3,7,320,798,639,0.1,0.1,0.1,0.4,1.9,1.4,NA,NA,NA,NA,NA,NA
1559,"AT BAROTIWALA, H.P",HIMACHAL PRADESH,NA,NA,NA,6.9,7,6.9,311,405,374,0.1,0.1,0.1,2.5,2.9,2.7,NA,NA,NA,NA,NA,NA
1560,"AT NALAGARH, H.P",HIMACHAL PRADESH,NA,NA,NA,6.9,7.4,7.2,476,881,746,0.1,0.1,0.1,1,2.4,1.5,NA,NA,NA,NA,NA,NA
1561,"AT DAMTAL, H.P",HIMACHAL PRADESH,20,20,20,7.6,8.2,8,739,772,761,0.5,0.5,0.5,2,4.3,3.5,NA,NA,NA,NA,NA,NA
1562,"AT UNA, H.P",HIMACHAL PRADESH,12,22,15.3,7.6,7.6,7.6,673,698,681,0.4,0.8,0.5,2.2,3.1,2.5,NA,NA,NA,NA,NA,NA
1872,SHIMLA D/S OF MSW DUMPING SIOT,HIMACHAL PRADESH,7,20,13,5.9,7.9,7,268,632,489,0.8,35,6.9,0,10.1,2.5,8,40,17,28,168,77
1873,DHARAMSHALA KANGRA D/S OF MSW DUMPING SIOT,HIMACHAL PRADESH,16,16,16,6.5,7.7,7.3,324,410,381,0.2,0.3,0.2,3,4.6,3.5,NA,NA,NA,NA,NA,NA
1874,SOLAN-D/S OF MSW DUMPING SIOT-,HIMACHAL PRADESH,14.5,22,17.7,6.9,7.9,7.5,215,572,389,0.1,2.4,1.2,0,10.6,1.9,6,40,15,8,84,28
1875,MANDI-D/S OF MSW DUMPING SIOT,HIMACHAL PRADESH,13,18,16,8.1,8.5,8.3,244,592,357,0.5,16,4.7,0.1,0.9,0.3,26,94,70,180,280,235
1877,BADDI INDUSTRIAL AREA,HIMACHAL PRADESH,NA,NA,NA,6.8,7,6.8,317,808,644,0.1,0.2,0.1,2.3,4.2,3.6,NA,NA,NA,NA,NA,NA
1878,BAROTIWALA INDUSTRIAL AREA,HIMACHAL PRADESH,NA,NA,NA,7.3,7.4,7.4,309,400,370,0.1,0.1,0.1,3.3,3.3,3.3,NA,NA,NA,NA,NA,NA
1879,NALAGARH INDUSTRIAL AREA,HIMACHAL PRADESH,NA,NA,NA,6.6,6.8,6.7,479,885,750,0.1,2,0.7,1.9,1.9,1.9,NA,NA,NA,NA,NA,NA
1880,KALA AMB INDUSTRIAL AREA,HIMACHAL PRADESH,24,25,24.3,7.2,8.2,7.9,574,606,585,0.7,8,3.1,0.6,0.6,0.6,1,3,2,5,5,5
1881,PAONTA SAHIB INDUSTRIAL AREA,HIMACHAL PRADESH,23,24,23.3,6.9,7.9,7.5,365,537,480,0.7,0.8,0.8,0.8,0.8,0.8,1,1,1,2,5,4
1882,MEHATPUR INDUSTRIAL AREA,HIMACHAL PRADESH,13,22,16,7.6,7.7,7.7,828,899,852,0.1,0.4,0.3,3.6,5.1,4.1,NA,NA,NA,NA,NA,NA
1883,UNA INDUSTRIAL AREA,HIMACHAL PRADESH,13,23,16.3,7.6,8,7.9,719,735,724,0.1,0.1,0.1,1.3,2.2,1.9,NA,NA,NA,NA,NA,NA
2628,HAND PUMP AT SHAMSHI,HIMACHAL PRADESH,13.5,19,16.6,7.7,8.6,8,132,740,447,0.1,0.1,0.1,0,1.2,0.5,NA,NA,NA,NA,NA,NA
2629,HAND PUMP AT MANDI TOWN,HIMACHAL PRADESH,18,20,19,7.7,8.9,8.2,484,549,502,0.1,0.1,0.1,0,0.2,0.1,NA,NA,NA,NA,NA,NA
2630,HAND PUMP AT HAMIRPUR TOWN,HIMACHAL PRADESH,13,21,15.7,7.4,7.9,7.6,867,1130,1042,0.1,1,0.7,0.5,5.1,3.5,NA,NA,NA,NA,NA,NA
2631,HAND PUMP AT NADAUN TOWN,HIMACHAL PRADESH,14,20,16,7.2,7.7,7.5,754,794,767,0.4,0.8,0.7,0.2,3.5,2.4,NA,NA,NA,NA,NA,NA
2632,HAND PUMP AT BILASPUR TOWN,HIMACHAL PRADESH,15,20,17.5,6.9,8.4,7.5,729,869,787,0.1,0.1,0.1,0,8.8,2.2,NA,NA,NA,NA,NA,NA
2633,HAND PUMP AT RECONGPEO,HIMACHAL PRADESH,NA,NA,NA,6.7,8.2,7.8,121,1010,443,0.1,0.1,0.1,0,0.3,0.1,NA,NA,NA,NA,NA,NA
2634,HAND PUMP AT SHIMLA,HIMACHAL PRADESH,7,8,7.3,7.6,7.9,7.7,200,334,289,0.1,0.1,0.1,0.1,1.1,0.5,NA,NA,NA,NA,NA,NA
2635,HAND PUMP AT RAMPUR,HIMACHAL PRADESH,NA,NA,NA,8.2,8.9,8.4,221,455,299,0.1,0.1,0.1,0.1,0.5,0.2,NA,NA,NA,NA,NA,NA
2636,HAND PUMP AT KANGRA TEMPLE/ TOWN,HIMACHAL PRADESH,17,19,18.3,7.4,7.5,7.5,368,586,441,0.2,1,0.7,0.2,1.1,0.5,NA,NA,NA,NA,NA,NA
2637,HAND PUMP AT JWALAJI TEMPLE,HIMACHAL PRADESH,15,20,18.3,7.4,7.5,7.4,1070,1590,1243,0.6,2.8,1.3,0.2,5.8,2.1,NA,NA,NA,NA,NA,NA
2638,HAND PUMP AT CHINTPURNI TEMPLE/ TOWN,HIMACHAL PRADESH,20,22,20.7,7.5,8,7.9,640,689,656,0.2,0.3,0.3,1.2,2.9,2.3,NA,NA,NA,NA,NA,NA
2639,HAND PUMP AT CHAMUNDA DEVI TEMPLE/ TOWN,HIMACHAL PRADESH,15,20,18.3,7.8,8.3,8,96,437,323,0.2,0.3,0.2,1.3,2,1.8,NA,NA,NA,NA,NA,NA
2640,HAND PUMP AT SANSARPUR TERRACE IA,HIMACHAL PRADESH,20,21,20.3,7.6,7.7,7.7,361,388,370,0.2,0.6,0.3,1.1,1.6,1.3,NA,NA,NA,NA,NA,NA
2641,HAND PUMP AT CHAMBA TOWN,HIMACHAL PRADESH,18,22,19.3,7.2,7.9,7.7,674,761,732,0.3,0.6,0.5,0.2,0.7,0.6,NA,NA,NA,NA,NA,NA
2642,HAND PUMP AT DALHOUSIE TOWN,HIMACHAL PRADESH,19,23,20.3,7.4,8,7.8,161,237,186,0.6,1.6,1.3,0.2,1.9,0.8,NA,NA,NA,NA,NA,NA
2643,HAND PUMP AT SOLAN,HIMACHAL PRADESH,20,20,20,7.1,7.4,7.3,266,392,308,0.1,0.2,0.1,0,0.3,0.2,NA,NA,NA,2,2,2
2644,HAND PUMP AT PARWANOO IA,HIMACHAL PRADESH,NA,NA,NA,8.7,8.7,8.7,1105,1105,1105,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA
2645,HAND PUMP AT NAHAN,HIMACHAL PRADESH,21,24.5,22.2,6.7,7.9,7.5,600,648,632,0.8,0.9,0.9,0.8,0.8,0.8,1,3,2,5,8,6
2646,HAND PUMP AT KALA AMB,HIMACHAL PRADESH,21,24,22,6.9,8.3,7.8,436,1250,979,0.7,0.8,0.7,0.6,0.8,0.8,1,2,1,5,5,5
2647,HAND PUMP AT TAHLIWAL IA,HIMACHAL PRADESH,13,24,16.7,7.4,8.2,7.9,440,686,522,0.3,0.6,0.5,0.5,1.2,1,NA,NA,NA,NA,NA,NA
2648,HAND PUMP AT KEYLONG,HIMACHAL PRADESH,14.5,14.5,14.5,8.1,8.1,8.1,281,281,281,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
2277,WELL AT VERNA INDI.ESTATE.(M/S CIPLA LIMITED),Goa,31.8,32,31.9,6.9,7,7,250,1486,868,0.6,0.8,0.7,0,1.3,0.7,5,5,5,11,11,11
2278,WELL AT SANCOALE INDL.ESTATE,Goa,29,31.6,30.3,6.2,7.3,6.7,94,1439,767,0.6,0.7,0.7,0.1,1.1,0.6,17,17,17,33,33,33
